Timestamp,          Open, High, Low, Close, Volume, Open Interest
2026-03-04 15:11:59,24502.1,24522.6,24502.1,24519.7,60970,16007420
2026-03-04 15:12:59,24519.5,24531,24515.1,24528.7,57915,16007420
2026-03-04 15:13:59,24528.7,24540,24521,24532.4,50960,16013010
2026-03-04 15:14:59,24539.2,24540,24522.1,24538.9,40235,16013010
2026-03-04 15:15:59,24538.9,24545,24531.1,24542.2,66300,16013010
2026-03-04 15:16:59,24540,24542.1,24508.4,24508.4,103610,16084965
2026-03-04 15:17:59,24511,24512.4,24490,24497.6,51155,16084965
2026-03-04 15:18:59,24497.6,24499.6,24486,24486,33215,16084965
2026-03-04 15:19:59,24485,24502.5,24483.7,24498.8,49725,16106415
2026-03-04 15:20:59,24495,24497.2,24481,24485.4,32240,16106415
2026-03-04 15:21:59,24485.4,24497.8,24481,24490,21970,16106415
2026-03-04 15:22:59,24490,24500,24485.5,24495.8,15340,16113175
2026-03-04 15:23:59,24495,24496,24485.2,24486.6,57330,16113175
2026-03-04 15:24:59,24486.6,24492.8,24483,24488,30355,16113175
2026-03-04 15:25:59,24484.4,24494.5,24481,24482,35230,16162120
2026-03-04 15:26:59,24481,24484.8,24472,24472.1,81380,16162120
2026-03-04 15:27:59,24472.1,24479.9,24460.1,24462.9,76570,16162120
2026-03-04 15:28:59,24462.9,24468.9,24455,24464.3,48295,16258125
2026-03-04 15:29:59,24458.6,24461.3,24450,24455.8,44655,16258125
2026-03-04 15:30:59,24450,24455.6,24427,24438.6,88985,16258125
2026-03-04 15:31:59,24437.2,24450,24433,24449,36335,16324100
2026-03-04 15:32:59,24450,24474.5,24443.4,24468.7,33150,16324100
2026-03-04 15:33:59,24467.9,24473.4,24458,24458,20410,16324100
2026-03-04 15:34:59,24458,24474.9,24458,24461,29575,16370640
2026-03-04 15:35:59,24461,24477.7,24458.1,24462.3,19760,16370640
2026-03-04 15:36:59,24460.4,24466.9,24450.7,24461,20800,16370640
2026-03-04 15:37:59,24461,24470,24454.1,24467.9,22555,16397030
2026-03-04 15:38:59,24469.8,24480,24465.3,24474,31005,16397030
2026-03-04 15:39:59,24474,24494,24472.5,24492,35620,16397030
2026-03-04 15:40:59,24490.1,24490.1,24469.6,24474.2,28470,16413280
2026-03-04 15:41:59,24474.2,24495,24470.8,24486.7,23465,16413280
2026-03-04 15:42:59,24494.3,24506,24484.6,24499.8,33410,16413280
2026-03-04 15:43:59,24500.4,24514,24494.2,24506.6,41080,16410290
2026-03-04 15:44:59,24512.6,24539.8,24505.2,24534,49985,16410290
2026-03-04 15:45:59,24531.1,24539,24518.5,24524.1,42315,16410290
2026-03-04 15:46:59,24524.1,24537.9,24518.2,24529,27105,16413995
2026-03-04 15:47:59,24529,24541.8,24518,24525.3,33020,16413995
2026-03-04 15:48:59,24524.7,24529.9,24509.2,24509.2,58630,16413995
2026-03-04 15:49:59,24513.3,24519.4,24505,24511.5,30225,16414255
2026-03-04 15:50:59,24513.7,24524.8,24503.1,24520.1,28210,16414255
2026-03-04 15:51:59,24524,24529.8,24514,24524.4,19305,16414255
2026-03-04 15:52:59,24524.4,24527.2,24516.9,24520.2,17745,16446430
2026-03-04 15:53:59,24520.7,24535,24520.1,24535,25740,16446430
2026-03-04 15:54:59,24535,24557.2,24521.1,24525,85020,16446430
2026-03-04 15:55:59,24523,24530,24522,24530,13520,16365700
2026-03-04 15:56:59,24530,24558.3,24530,24555,33020,16365700
2026-03-04 15:57:59,24559,24566.5,24552,24560,34385,16365700
2026-03-04 15:58:59,24559,24559,24536.1,24549,23205,16381430
2026-03-04 15:59:59,24550,24550,24531.7,24542.6,19435,16381430
2026-03-04 16:00:59,24542.6,24543.9,24526,24536.4,25935,16381430
2026-03-04 16:01:59,24532,24537.7,24526.5,24537.7,14885,16404245
2026-03-04 16:02:59,24537.7,24540,24526.4,24535,16380,16404245
2026-03-04 16:03:59,24534.6,24535,24517,24529.8,25870,16404245
2026-03-04 16:04:59,24529.8,24533.2,24516,24521.4,14755,16250780
2026-03-04 16:05:59,24521.9,24524.9,24506.5,24507.6,22750,16250780
2026-03-04 16:06:59,24514.9,24518,24504.1,24506.8,27495,16250780
2026-03-04 16:07:59,24512.8,24534,24505,24534,31915,16293355
2026-03-04 16:08:59,24534,24534,24515.3,24519,13650,16293355
2026-03-04 16:09:59,24518.9,24527.5,24510,24515,22620,16293355
2026-03-04 16:10:59,24516.8,24517.2,24502.2,24511.1,16575,16325140
2026-03-04 16:11:59,24511.1,24515,24504.4,24513.7,15275,16325140
2026-03-04 16:12:59,24513.7,24514.4,24500,24501.7,18070,16325140
2026-03-04 16:13:59,24501.7,24509.9,24498,24505,19890,16343145
2026-03-04 16:14:59,24505,24514.6,24502.6,24511.6,12285,16343145
2026-03-04 16:15:59,24513,24522.9,24510.7,24522.9,8580,16343145
2026-03-04 16:16:59,24522.9,24541.5,24522.9,24534.8,22360,16359655
2026-03-04 16:17:59,24534.8,24549.3,24530,24530,15665,16359655
2026-03-04 16:18:59,24533.5,24534,24518,24521.3,10140,16359655
2026-03-04 16:19:59,24520.8,24530,24520,24520.2,9100,16362645
2026-03-04 16:20:59,24520,24523.6,24501,24510,10010,16362645
2026-03-04 16:21:59,24510,24517,24503.7,24509.5,6370,16362645
2026-03-04 16:22:59,24509.5,24511,24503.1,24505,5070,16368105
2026-03-04 16:23:59,24505,24512,24503,24510.9,5135,16368105
2026-03-04 16:24:59,24510.9,24520.7,24506.1,24517.6,7215,16368105
2026-03-04 16:25:59,24515.6,24518,24510,24510,3120,16372070
2026-03-04 16:26:59,24510,24516.3,24501.3,24503.1,16120,16372070
2026-03-04 16:27:59,24503.1,24503.1,24487.2,24499.9,34840,16372070
2026-03-04 16:28:59,24499.9,24506.6,24492.5,24501.2,15405,16387865
2026-03-04 16:29:59,24501.2,24510,24494.8,24510,14300,16387865
2026-03-04 16:30:59,24507.2,24529,24500,24510,18330,16387865
2026-03-04 16:31:59,24510,24516.5,24505,24510.7,10660,16408990
2026-03-04 16:32:59,24510.7,24538,24510,24525.4,16445,16408990
2026-03-04 16:33:59,24530,24545,24526.2,24535,19370,16408990
2026-03-04 16:34:59,24535,24538,24528.9,24535,10920,16420105
2026-03-04 16:35:59,24535,24535,24525,24528.5,12415,16420105
2026-03-04 16:36:59,24529.5,24540,24528.9,24540,21905,16420105
2026-03-04 16:37:59,24545,24557,24540,24543,27300,16439930
2026-03-04 16:38:59,24545,24555.4,24545,24555.1,17485,16439930
2026-03-04 16:39:59,24556,24570,24550.3,24569,36595,16439930
2026-03-04 16:40:59,24569,24576.4,24565.3,24575,95225,16448250
2026-03-04 16:41:59,24575,24575,24555.7,24562.3,24440,16448250
